        tBodyAcc-mean-X   tBodyAcc-mean-Y   tBodyAcc-mean-Z   tBodyAcc-std-X   tBodyAcc-std-Y   tBodyAcc-std-Z   tGravityAcc-mean-X
119            3.603799e-01         -5.350141e-02        -0.2792958800        -4.415571e-02        -0.5881596400       2.141360e-04
120            2.127059e-01         -2.858573e-02        -0.2062945300        -1.358761e-01        -0.6182720100      -2.135635e-02
121           -1.347086e-01         -2.499207e-01        -0.1949309000        -1.197981e-01        -0.6067304000      -7.294429e-02
122           -3.148356e-01         -1.748524e-01        -0.2985168600         2.300012e-02        -0.5838836000      -4.703598e-02
123           -4.348798e-02          1.870543e-01        -0.1651968100         5.221312e-02        -0.5721102600       8.096776e-03
124            4.013103e-01          3.730073e-01        -0.1750277500        -2.329222e-02        -0.5502360800      -2.818050e-02
125            1.096556e-01          2.532334e-01        -0.2244373000        -5.270747e-02        -0.5820408000      -4.397522e-02
126           -8.728431e-02         -2.325006e-01        -0.2000019000        -2.178352e-01        -0.5978053800      -3.272786e-02
127            1.914369e-02         -3.765385e-02        -0.1023574400        -1.806032e-01        -0.4833622900      -7.342379e-02
128            1.660134e-01          8.621555e-02        -0.1080348700        -8.401135e-02        -0.4010053500      -4.770527e-01
129           -1.113879e-01         -4.574409e-03        -0.1468327200         1.874693e-02        -0.3868017200      -4.445244e-01
130            1.021473e-01         -3.598386e-02        -0.0202382080        -2.030103e-02        -0.3008379500       7.630767e-02
131            1.849623e-02         -3.739832e-02         0.0763035180         3.758690e-02        -0.2499335900      -1.756098e-01
132           -2.050452e-01          5.761467e-02        -0.0186797110        -3.954114e-02        -0.2360300300       6.238958e-04
133            1.689441e-01         -1.001612e-03        -0.1582203800        -1.650057e-01        -0.3136210500       4.475729e-01
134            1.446438e-01          3.032004e-02        -0.1509281100        -1.732516e-01        -0.3205887800       2.946423e-01
135           -4.419585e-01         -5.896137e-01         0.1431077000        -1.238988e-02        -0.0524556840      -4.128569e-01
136            5.372408e-01         -7.140685e-02         0.0998402200        -3.012329e-02        -0.1507513500      -3.301899e-01
137            4.256903e-01          5.381009e-01         0.1183920000         1.525765e-01        -0.2376934700      -5.619920e-01
138           -2.800605e-01          1.315911e-02         0.0287116680         1.059978e-01        -0.3180790900      -1.731315e-01
139            5.979334e-02         -2.308162e-01         0.0067733707        -2.024912e-01        -0.3293735500       5.730994e-02
140            8.643547e-02          1.433561e-01        -0.0326145210        -1.158253e-01        -0.3973685000      -1.924602e-01
141           -1.376142e-01          1.692344e-01         0.0896496520        -1.349423e-01        -0.2645904200       2.096374e-01
142            1.139529e-01         -3.050968e-01         0.0670930810        -2.528039e-01        -0.2203724000       4.022882e-01
143           -8.455917e-02         -2.150998e-01        -0.0384074630        -1.123076e-01        -0.4892128400      -4.701094e-01
144            3.708422e-01          2.295983e-01        -0.0244383400        -1.405360e-01        -0.4904909200      -4.379426e-01
145            2.129494e-01          4.817404e-01        -0.0203206370         4.988970e-02        -0.3670143500      -5.885854e-01
146           -4.982828e-02          1.198283e-01         0.0341175390         1.143442e-01        -0.3588854900      -1.507958e-01
147           -3.249654e-01         -1.579199e-01        -0.0662819150        -1.748015e-01        -0.4956374100      -8.948861e-02
148           -6.359009e-02          1.629078e-01        -0.0786171410        -3.233721e-01        -0.4592562500      -1.442861e-01
149            1.977936e-02         -2.232394e-01        -0.0644894530        -2.908366e-01        -0.3833775600       3.545192e-01
        tBodyGyro-mean-Y   tBodyGyro-mean-Z   tBodyGyro-std-X   tBodyGyro-std-Y   tBodyGyro-std-Z   tBodyGyroJerk-mean-X
1          -3.136479e-02       1.077254e-01      -0.985310270     -0.9766234400     -0.9922052800          -9.916740e-02
2          -8.389378e-02       1.005843e-01      -0.983119960     -0.9890458000     -0.9891212300          -1.105028e-01
3          -1.023354e-01       9.612688e-02      -0.976292110     -0.9935518200     -0.9863787100          -1.084857e-01
4          -9.138618e-02       8.553770e-02      -0.991384800     -0.9924073200     -0.9875541800          -9.116989e-02
5          -7.470803e-02       7.739203e-02      -0.985183570     -0.9923781200     -0.9874018500          -9.077010e-02
6          -7.039311e-02       7.901214e-02      -0.985180800     -0.9921174800     -0.9830767500          -9.424758e-02
7          -8.304673e-02       9.546456e-02      -0.988177230     -0.9892057100     -0.9791538000          -9.708861e-02
8          -7.789261e-02       9.409561e-02      -0.989107230     -0.9874032400     -0.9785195600          -1.031624e-01
9          -6.640164e-02       7.786298e-02      -0.990881980     -0.9928913500     -0.9872415200          -1.006944e-01
10         -7.092568e-02       7.897584e-02      -0.984937840     -0.9873037600     -0.9808440400          -9.842938e-02
11         -6.888458e-02       8.548177e-02      -0.984663870     -0.9882155900     -0.9809040400          -9.944295e-02
12         -7.466671e-02       9.157754e-02      -0.994169330     -0.9955665200     -0.9957909700          -9.420755e-02
13         -7.594407e-02       8.618352e-02      -0.995445440     -0.9971092000     -0.9958660200          -9.899450e-02
14         -7.183134e-02       8.362224e-02      -0.997618340     -0.9976095300     -0.9961738800          -1.004874e-01
15          1.570543e-01      -1.745215e-01      -0.977531650     -0.9418675500     -0.9115904100          -8.417587e-02
16          2.770221e-02      -2.694145e-02      -0.988748360     -0.9672575100     -0.9340180100          -9.986049e-02
17         -4.626442e-02       6.093362e-02      -0.989110450     -0.9821802800     -0.9743613700          -9.479039e-02
18         -7.776138e-02       9.450367e-02      -0.989196400     -0.9897621000     -0.9819682200          -1.053347e-01
19         -8.779086e-02       1.078219e-01      -0.991287860     -0.9976974800     -0.9953314200          -1.041369e-01
20         -8.437676e-02       1.007479e-01      -0.995900360     -0.9975450300     -0.9950429800          -9.712284e-02
21         -7.870650e-02       9.377347e-02      -0.997475870     -0.9982280800     -0.9981380900          -9.699966e-02
22         -7.955402e-02       9.458528e-02      -0.997584010     -0.9986486300     -0.9976815700          -9.721769e-02
23         -7.611895e-02       8.899876e-02      -0.998081370     -0.9975863000     -0.9948624600          -9.798059e-02
24         -6.919515e-02       7.905523e-02      -0.998337030     -0.9982082900     -0.9959869100          -9.705365e-02
25         -7.160714e-02       8.085613e-02      -0.996248190     -0.9976714500     -0.9940693400          -9.698408e-02
26         -7.530430e-02       8.855273e-02      -0.993539800     -0.9974292500     -0.9950545700          -9.715447e-02
27         -7.470519e-02       8.941559e-02      -0.994333220     -0.9974765700     -0.9967981000          -1.022605e-01
28         -2.828979e-01       2.294844e-01      -0.973355700     -0.9722033900     -0.9171989000          -1.157141e-01
29         -2.391739e-01       2.470504e-01      -0.994225540     -0.9753684200     -0.9688802000          -9.424213e-02
30         -1.667479e-01       1.830193e-01      -0.995644270     -0.9782310500     -0.9666399800          -9.529121e-02
31          2.133383e-02       7.657931e-02      -0.730873880     -0.4996494600     -0.5690163700          -1.652141e-02
32          1.918732e-02      -5.021209e-02      -0.720581570     -0.4889685400     -0.5093246300          -9.552168e-02
33         -1.566961e-01       6.040519e-02      -0.925729590     -0.8970167500     -0.7205591900          -1.817404e-01
34         -1.526334e-01       2.031539e-01      -0.996216090     -0.9782024700     -0.9777198800          -1.030534e-01
35         -1.132580e-01       1.566043e-01      -0.998135990     -0.9905425600     -0.9770235700          -9.553788e-02
36         -9.100171e-02       1.177940e-01      -0.996730980     -0.9942422100     -0.9866788200          -9.575153e-02
37         -7.462508e-02       9.428383e-02      -0.999096460     -0.9929172500     -0.9909248300          -9.639015e-02
38         -7.229609e-02       8.488932e-02      -0.998340120     -0.9942248200     -0.9960212900          -9.732419e-02
39         -1.331589e-01      -5.941658e-01      -0.953909550     -0.9729734200     -0.8409561900          -7.613627e-02
40         -1.075756e-01      -2.865718e-01      -0.945034750     -0.9887120600     -0.8365733600          -6.046825e-02
41         -9.486993e-02      -4.053847e-02      -0.962343590     -0.9886811200     -0.9009778400          -7.424087e-02
42         -7.652653e-02       7.457630e-02      -0.983003050     -0.9934920200     -0.9754489700          -8.617537e-02
43         -7.263367e-02       1.157965e-01      -0.994291250     -0.9947292200     -0.9816307300          -9.341342e-02
44         -7.336214e-02       1.289362e-01      -0.998924360     -0.9955961700     -0.9869383600          -9.840228e-02
45         -6.980764e-02       1.068855e-01      -0.997350860     -0.9947023200     -0.9845375500          -9.964431e-02
46         -7.002398e-02       9.263192e-02      -0.998535790     -0.9942019300     -0.9887570100          -9.987610e-02
47         -7.452606e-02       9.214854e-02      -0.998787890     -0.9950546700     -0.9884460500          -1.005146e-01
48         -7.403317e-02       8.123825e-02      -0.998352960     -0.9949114500     -0.9921319700          -9.951091e-02
49         -7.557186e-02       8.489365e-02      -0.998532870     -0.9957392500     -0.9890374800          -9.639977e-02
50         -7.630627e-02       9.246711e-02      -0.998271120     -0.9950509000     -0.9888930600          -9.737348e-02
51         -7.254417e-02       8.086461e-02      -0.998101210     -0.9931419800     -0.9886266700          -1.023137e-01
52         -1.319951e-01       5.432788e-01      -0.955139290     -0.9336056100     -0.8118869300          -1.190664e-01
53         -7.879312e-02       2.575648e-01      -0.981171840     -0.9927192500     -0.8922664000          -1.100190e-01
54         -7.537083e-02       1.005448e-01      -0.990130410     -0.9961534300     -0.9470252100          -1.057955e-01
55         -7.613394e-02       4.303757e-02      -0.996180460     -0.9950711700     -0.9890232900          -1.009478e-01
56         -6.808514e-02       4.594675e-02      -0.999145370     -0.9954884300     -0.9942386800          -9.961923e-02
57         -7.348808e-02       5.559069e-02      -0.999115600     -0.9948874900     -0.9944556800          -9.820626e-02
58         -7.142299e-02       7.514697e-02      -0.998972010     -0.9944547800     -0.9861557000          -9.801259e-02
59         -7.270439e-02       8.506199e-02      -0.999172550     -0.9939907400     -0.9948031000          -9.789262e-02
60         -7.577281e-02       8.647182e-02      -0.999244870     -0.9957648800     -0.9937738700          -9.796862e-02
61         -7.623651e-02       8.819325e-02      -0.999600090     -0.9959450400     -0.9943483900          -9.785459e-02
62         -7.471745e-02       8.757481e-02      -0.998852090     -0.9951857900     -0.9951147100          -9.866363e-02
63         -7.592229e-02       8.524247e-02      -0.998435980     -0.9949137100     -0.9943792000          -9.878671e-02
64         -7.574882e-02       8.615222e-02      -0.999046010     -0.9943184500     -0.9933514300          -9.777343e-02
65          4.069491e-02       7.316266e-01      -0.887165640     -0.9159904200     -0.8722675400          -1.195034e-01
66         -1.878131e-02       5.129021e-01      -0.945320370     -0.9790730200     -0.8614257000          -1.184311e-01
67          8.809224e-02       1.312557e-01      -0.422833710     -0.7881066300     -0.5651787100          -4.233134e-02
68         -3.460549e-02       5.881271e-02      -0.388799760     -0.7447987800     -0.5959508200          -9.658881e-02
69         -2.432352e-01       2.159295e-01      -0.807973360     -0.9248914600     -0.9259426200          -1.950845e-01
70         -5.754642e-02      -5.217540e-02      -0.632566020     -0.7830179700     -0.6248535800          -7.942909e-01
71          1.320819e-03      -9.854436e-02      -0.081294431     -0.6702379300     -0.5718980900          -2.616347e-01
72         -8.413979e-02       1.265848e-01      -0.117081910     -0.7050852900     -0.7254221900           6.004926e-01
73         -1.153028e-01       1.956876e-01      -0.704872310     -0.8582107900     -0.8784089000           1.126408e-01
74         -1.304386e-01       2.121311e-01      -0.946011950     -0.9830270700     -0.9647073100          -1.134168e-01
75         -1.076774e-01       1.590743e-01      -0.950214710     -0.9881122200     -0.9694810500          -1.301463e-01
76         -8.894044e-02       1.103431e-01      -0.962341990     -0.9931140600     -0.9813493800          -1.206256e-01
77         -7.379188e-02       8.121796e-02      -0.981762870     -0.9949698900     -0.9910773200          -1.101874e-01
78         -6.870624e-02       7.641337e-02      -0.992600270     -0.9969185800     -0.9951002100          -1.008765e-01
79          8.203403e-02       2.564431e-01      -0.323545780     -0.1419397200     -0.4565980000           9.424803e-02
80         -3.091529e-01       8.644117e-02      -0.399252910     -0.0884157050     -0.4021575000           1.667426e-01
81         -2.729054e-01       1.019860e-01      -0.445437810     -0.0630833290     -0.3470558400          -1.632255e-01
82         -1.633942e-01       2.585946e-02      -0.360405370      0.0423334240     -0.2761384000          -5.462885e-02
83          1.166058e-02       4.174515e-03      -0.377557480      0.1337150300     -0.3081481400          -7.566824e-02
84          9.761780e-02       8.465545e-02      -0.510854780      0.0264228410     -0.3724243500          -3.324425e-01
85         -9.767646e-02       1.324833e-01      -0.504309970     -0.1019701700     -0.3224054100          -2.561368e-01
86         -2.247527e-01       1.488296e-01      -0.472309410     -0.0615301340     -0.2983708400           6.436962e-02
87          7.822998e-02       4.313726e-02      -0.465015060     -0.1674004500     -0.4315108700           3.446728e-02
88         -1.188154e-01       1.498907e-01      -0.467739040     -0.0887277590     -0.3781228300           1.860341e-01
89         -2.950501e-01       1.837548e-01      -0.511150590     -0.0984079420     -0.3493255000           4.508272e-02
90         -1.632052e-01       9.952854e-02      -0.491711750     -0.0650426310     -0.3160630200          -1.426748e-01
91          8.851479e-02       1.960412e-02      -0.436660470      0.0339473700     -0.3092249300          -1.327840e-01
92          1.053278e-01       7.966413e-02      -0.459324760      0.0346652880     -0.3258428400          -8.703497e-02
93         -1.533228e-01       1.127021e-01      -0.513925790     -0.0502557760     -0.2828863000          -9.396427e-02
94         -2.275915e-01       1.428858e-01      -0.472168160     -0.0277940220     -0.2628194100          -1.852062e-01
95         -1.906365e-01       1.035979e-01      -0.419361610     -0.0123229990     -0.3079156200          -2.971854e-01
96         -1.460064e-01       6.802245e-03      -0.422166510     -0.0131677280     -0.2926045800           1.400096e-02
97          2.394689e-02      -1.378942e-02      -0.448273520      0.0512162710     -0.2688669800          -1.553992e-01
98          1.047095e-01       9.562412e-02      -0.504378930      0.0157626440     -0.3000319900          -2.565350e-01
99         -7.582265e-02      -2.238758e-02      -0.455952470      0.0302189360     -0.2660702800          -3.203444e-01
100         6.445142e-02       7.278229e-02      -0.482663330     -0.0220889400     -0.3105725000          -1.352012e-01
101        -8.904651e-02       1.596885e-01      -0.496770920     -0.0803509700     -0.3628453800           3.671847e-02
102        -1.672405e-01       1.763366e-01      -0.469485780      0.0323676930     -0.3017354100           5.507989e-02
103        -2.622690e-01       5.567777e-02      -0.447775970      0.0558915830     -0.3013381200          -4.425014e-01
104         5.645369e-03      -2.890755e-02      -0.455381270      0.0698132540     -0.3490094800          -3.387921e-01
105         1.446372e-01       6.185902e-02      -0.506279910      0.0092188409     -0.3683153100           1.478469e-01
106         2.588149e-02       1.155227e-01      -0.547024920     -0.0730833430     -0.3867140300           1.869531e-01
107        -1.321321e-01       1.188107e-01      -0.507915610     -0.0109916530     -0.3402065100           2.969876e-02
108        -2.354163e-01       1.669563e-01      -0.481773330      0.0137414970     -0.3157274100          -1.606800e-01
109        -1.748959e-01       8.121762e-02      -0.456510350      0.0123410460     -0.3217885900          -5.623989e-01
110        -4.928513e-02      -3.125971e-02      -0.449894730      0.0415689050     -0.3084662200          -1.433122e-01
111         5.696220e-02       4.417001e-02      -0.481697640      0.0107867520     -0.3063627300           1.686340e-01
112         3.388641e-01       6.626469e-02      -0.432029340     -0.0094472116     -0.3085973200           1.174628e-01
113         7.216127e-02       1.771800e-01      -0.453415690     -0.0612162870     -0.3276384200          -1.269264e-01
114        -9.575427e-02       8.809072e-02      -0.475627510     -0.0544183980     -0.2734097800          -4.752922e-02
115         3.962629e-02       1.302197e-02      -0.447796700     -0.0003033820     -0.3240959900          -2.462769e-01
116         5.153356e-02       1.077640e-01      -0.445450350     -0.0223693130     -0.3484672200          -1.926768e-01
117        -8.263788e-02       1.243363e-01      -0.495196830     -0.0758196510     -0.2982637600           2.013123e-01
118        -1.601723e-01       1.075179e-01      -0.517194700     -0.1155445200     -0.3255165300           1.730789e-02
119        -2.577209e-01       9.628657e-02      -0.511475260     -0.1141650400     -0.3504359500          -2.727467e-01
120        -1.254680e-01       1.134271e-01      -0.563178970     -0.0979727130     -0.3538626000          -1.505560e-01
121        -1.150635e-01       1.011387e-01      -0.546149050     -0.1325683700     -0.3604209200          -2.672807e-01
122        -1.493655e-01      -1.663679e-02      -0.478926310     -0.1149125700     -0.2737491700           5.532868e-02
123         1.842791e-02       2.883466e-02      -0.401732870     -0.0578856660     -0.2147900100          -1.369100e-01
124         1.343821e-01       1.379762e-01      -0.402444490     -0.0359717160     -0.2958638200          -3.147325e-01
125        -1.417998e-03       7.573179e-02      -0.513781700     -0.0653703440     -0.3327122900           6.437148e-02
126        -1.110616e-01       1.354630e-01      -0.678045950     -0.3311748900     -0.3287359400          -6.831363e-02
127        -8.108303e-02       1.117395e-01      -0.726827590     -0.1599994300     -0.3076067300          -7.984600e-02
128         1.806477e-01       9.374568e-02      -0.345998470     -0.1152865600     -0.2563297100          -3.488186e-01
129         1.688443e-01       7.402857e-02      -0.259527500     -0.1743241100     -0.2397015600           6.155402e-02
130        -1.398094e-01       6.239000e-02      -0.542709500     -0.2107071000     -0.1699595100          -9.460057e-02
131        -2.426387e-02       8.926469e-02      -0.240565860     -0.0876228490     -0.0525349040          -1.828356e-01
132        -9.613292e-02       5.436415e-02      -0.146716640     -0.0688717970     -0.0976314990           1.640452e-01
133        -3.071686e-01       1.179795e-01      -0.734336440     -0.2469453200     -0.1778793700          -6.071285e-02
134        -2.069869e-01       1.214822e-01      -0.746711300     -0.2491200600     -0.2385884600          -2.700383e-01
135         1.826060e-01       1.533727e-01      -0.628782440     -0.0106177990     -0.0824627010           1.913961e-01
136         1.378559e-01       2.027245e-01      -0.664308200     -0.0334405310     -0.0989905970          -2.373491e-01
137         3.544841e-01       1.750142e-01      -0.318012060      0.0339337540     -0.0567973640          -1.414587e-01
138         7.956793e-02       3.964888e-04      -0.085686801      0.0493003170      0.1273296500           2.554369e-01
139        -1.102438e-01       7.507024e-02      -0.363106570      0.0644237070      0.1189954000          -7.631499e-01
140        -9.491297e-02       1.075884e-01      -0.233691880      0.0411191930     -0.1394429100           2.619441e-02
141        -3.379882e-01      -1.006243e-02      -0.265779720     -0.1118314100     -0.1611668700           5.826759e-01
142        -3.387739e-01       1.794381e-01      -0.713732380     -0.1396568200     -0.0739524360          -2.569740e-01
143         2.177004e-01       1.241266e-01      -0.644359030     -0.1512415600     -0.1575031100           3.236140e-02
144         1.651249e-01       2.813640e-01      -0.599545580     -0.1436465100     -0.1652336700          -3.911935e-01
145         4.721565e-01       5.803596e-02      -0.298747900     -0.0837006180     -0.0462708630           3.044307e-02
146         1.661826e-01      -7.644828e-02      -0.069235463      0.0377726280     -0.0792890990           1.855506e-01
147        -4.248348e-02       1.498433e-01      -0.217362710     -0.1024829000     -0.1414458300          -2.407473e-01
148        -4.849571e-02       1.149999e-01      -0.258788730     -0.1271349100     -0.1821498100           1.431945e-02
149        -4.752710e-01       7.042623e-02      -0.601598040     -0.1319650800     -0.2588906000           1.810817e-01
        tBodyGyroJerk-mean-Y   tBodyGyroJerk-mean-Z   tBodyGyroJerk-std-X   tBodyGyroJerk-std-Y   tBodyGyroJerk-std-Z   tBodyAccMag-mean
1              -5.551737e-02          -6.198580e-02          -0.992110670         -0.9925192700         -0.9920552800      -9.594339e-01
2              -4.481873e-02          -5.924282e-02          -0.989872560         -0.9972926000         -0.9938510000      -9.792892e-01
3              -4.241031e-02          -5.582883e-02          -0.988461850         -0.9956321400         -0.9915318400      -9.837031e-01
4              -3.633262e-02          -6.046466e-02          -0.991119400         -0.9966409600         -0.9933288900      -9.865418e-01
5              -3.763253e-02          -5.828932e-02          -0.991354460         -0.9964729800         -0.9945109900      -9.928271e-01
6              -4.335526e-02          -4.193600e-02          -0.991621560         -0.9960146500         -0.9930905900      -9.942950e-01
7              -4.158928e-02          -4.470456e-02          -0.990418530         -0.9954145900         -0.9904868000      -9.874657e-01
8              -3.554607e-02          -6.320893e-02          -0.991103600         -0.9957943300         -0.9907385900      -9.774577e-01
9              -4.771525e-02          -6.772005e-02          -0.992419540         -0.9963117800         -0.9939563400      -9.836309e-01
10             -4.354022e-02          -4.856291e-02          -0.983912510         -0.9930784800         -0.9843995600      -9.867720e-01
11             -3.251515e-02          -4.551265e-02          -0.985910850         -0.9937178200         -0.9847621800      -9.880403e-01
12             -4.031615e-02          -5.768204e-02          -0.995716970         -0.9975568000         -0.9965503100      -9.947756e-01
13             -4.049695e-02          -5.413788e-02          -0.996023720         -0.9988881400         -0.9978931400      -9.953250e-01
14             -4.211362e-02          -5.373802e-02          -0.997512360         -0.9982683600         -0.9963775600      -9.967001e-01
15             -8.086645e-02           7.531561e-03          -0.984670080         -0.9928291200         -0.9898373300      -9.045878e-01
16             -5.741301e-02          -2.236651e-02          -0.994760860         -0.9969474600         -0.9966766000      -9.844638e-01
17             -5.064817e-02          -3.480976e-02          -0.995638710         -0.9970252900         -0.9949617500      -9.890431e-01
18             -4.613960e-02          -4.639849e-02          -0.996464890         -0.9973662600         -0.9934344800      -9.950716e-01
19             -4.108329e-02          -5.434109e-02          -0.996173060         -0.9984549800         -0.9959430500      -9.987268e-01
20             -3.956189e-02          -5.482190e-02          -0.996624740         -0.9992909700         -0.9971575200      -9.979724e-01
21             -3.938367e-02          -5.520967e-02          -0.997213080         -0.9988561100         -0.9958919500      -9.984413e-01
22             -4.064621e-02          -5.487029e-02          -0.996668430         -0.9984766400         -0.9958650300      -9.978910e-01
23             -3.942770e-02          -5.553790e-02          -0.997316480         -0.9985598800         -0.9963697100      -9.958935e-01
24             -3.999578e-02          -5.903912e-02          -0.997792140         -0.9983045600         -0.9957549900      -9.952153e-01
25             -4.098126e-02          -5.601874e-02          -0.996927660         -0.9981070200         -0.9940044100      -9.941934e-01
26             -3.932188e-02          -5.185792e-02          -0.995742470         -0.9979891700         -0.9944534800      -9.957494e-01
27             -4.012701e-02          -5.266920e-02          -0.995438550         -0.9975402600         -0.9953740700      -9.985525e-01
28             -6.666302e-02           1.633599e-02          -0.985201620         -0.9866652200         -0.9819665700      -5.543692e-01
29             -2.241444e-02          -6.697056e-02          -0.997037440         -0.9979484700         -0.9966620200      -9.345938e-01
30             -2.602003e-02          -7.819393e-02          -0.998077290         -0.9981730800         -0.9983524500      -9.769950e-01
31             -6.502368e-02          -1.506391e-01          -0.893804590         -0.8814718300         -0.8585356100      -8.157586e-01
32             -6.781701e-02          -4.052263e-02          -0.886307960         -0.8741965400         -0.8480887600      -5.073967e-01
33             -1.407962e-02           4.720439e-02          -0.963673800         -0.9582450100         -0.9490345000      -6.210273e-01
34             -1.193912e-02          -6.279166e-02          -0.995928930         -0.9890786700         -0.9932308900      -9.159538e-01
35             -3.506626e-02          -6.836491e-02          -0.999188530         -0.9941261300         -0.9973565400      -9.748050e-01
36             -3.640913e-02          -6.575141e-02          -0.998795970         -0.9946449100         -0.9968156600      -9.952384e-01
37             -3.903317e-02          -6.162101e-02          -0.998732840         -0.9945933500         -0.9953220300      -9.990674e-01
38             -4.272421e-02          -5.665347e-02          -0.998605470         -0.9948246700         -0.9945164500      -9.980118e-01
39             -2.351163e-02           4.874610e-02          -0.992182520         -0.9925214200         -0.9924453400      -9.262333e-01
40             -4.749106e-02           5.383528e-02          -0.998317770         -0.9940479300         -0.9963539400      -9.681629e-01
41             -3.881165e-02           4.460921e-03          -0.997843050         -0.9952885500         -0.9962146400      -9.929511e-01
42             -4.094155e-02          -4.128648e-02          -0.997087940         -0.9949213200         -0.9976396100      -9.934379e-01
43             -4.087520e-02          -4.348202e-02          -0.997563870         -0.9958040400         -0.9968508600      -9.909141e-01
44             -3.662375e-02          -5.267023e-02          -0.999278910         -0.9968612100         -0.9956298800      -9.875473e-01
45             -4.146569e-02          -6.488796e-02          -0.998280370         -0.9965928900         -0.9949946800      -9.901226e-01
46             -4.401941e-02          -5.559900e-02          -0.997380830         -0.9961546100         -0.9952040200      -9.930241e-01
47             -3.843345e-02          -5.758945e-02          -0.997777980         -0.9967258100         -0.9956542800      -9.941464e-01
48             -3.891970e-02          -5.803930e-02          -0.998218540         -0.9970146100         -0.9950733400      -9.935489e-01
49             -4.367343e-02          -4.656557e-02          -0.998214070         -0.9970363400         -0.9943684500      -9.926410e-01
50             -3.723098e-02          -5.634465e-02          -0.998204470         -0.9962353900         -0.9947179600      -9.920514e-01
51             -4.716573e-02          -5.642873e-02          -0.997426150         -0.9959182900         -0.9951362300      -9.914747e-01
52             -4.878607e-02          -1.554495e-01          -0.969741950         -0.9531439000         -0.9721019400      -9.051229e-01
53             -3.683308e-02          -1.236234e-01          -0.997059180         -0.9972440200         -0.9976070500      -9.874461e-01
54             -4.196709e-02          -9.094212e-02          -0.997738590         -0.9981612000         -0.9942197600      -9.979876e-01
55             -4.047405e-02          -6.044516e-02          -0.998627860         -0.9984311300         -0.9945971500      -9.995045e-01
56             -4.033080e-02          -4.775066e-02          -0.998855370         -0.9981308800         -0.9974129100      -9.990577e-01
57             -4.124388e-02          -4.609417e-02          -0.998658910         -0.9980935400         -0.9969626600      -9.974295e-01
58             -3.893459e-02          -4.829764e-02          -0.998289400         -0.9974664800         -0.9968810300      -9.974197e-01
59             -3.869586e-02          -5.758192e-02          -0.998855060         -0.9979796500         -0.9966148100      -9.972821e-01
60             -4.153957e-02          -5.567760e-02          -0.999727920         -0.9989602200         -0.9956096900      -9.957705e-01
61             -4.143723e-02          -5.177346e-02          -0.999814050         -0.9985712000         -0.9955958800      -9.958683e-01
62             -4.014517e-02          -5.497062e-02          -0.997707120         -0.9982140100         -0.9968358300      -9.975882e-01
63             -4.301134e-02          -5.559073e-02          -0.997399870         -0.9982385700         -0.9966716800      -9.978672e-01
64             -4.149116e-02          -5.416748e-02          -0.999305330         -0.9976952900         -0.9958753800      -9.973188e-01
65             -3.313646e-02          -8.118523e-02          -0.935240560         -0.9377647200         -0.9348300400      -7.216270e-01
66             -3.844007e-02          -1.362657e-01          -0.987457730         -0.9870877700         -0.9904296900      -9.429026e-01
67             -7.304167e-02          -5.667869e-02          -0.605868630         -0.8993274700         -0.8166301800      -5.184278e-01
68             -7.408392e-02          -5.661425e-02          -0.588429200         -0.8935673500         -0.8121381800      -3.621082e-01
69             -4.628999e-03          -1.289929e-01          -0.881651980         -0.9638866600         -0.9594740200      -6.763643e-01
70              6.918691e-02          -2.196679e-01          -0.672959770         -0.8798274600         -0.8589327300      -6.349601e-01
71             -1.198583e-01          -1.243559e-02          -0.362625620         -0.7231444100         -0.7163253900      -6.294589e-02
72             -1.445058e-01           1.062792e-01          -0.456919370         -0.7405496800         -0.7499631300       2.948390e-01
73              2.773879e-02          -6.415912e-02          -0.921437670         -0.9280139500         -0.9485193600      -3.310158e-01
74             -2.933661e-02          -6.698502e-02          -0.978923090         -0.9844039300         -0.9916113400      -8.493516e-01
75             -3.606880e-02          -6.993512e-02          -0.984511960         -0.9866778200         -0.9938832700      -9.507807e-01
76             -3.513312e-02          -6.472496e-02          -0.993959620         -0.9960135200         -0.9961635300      -9.898134e-01
77             -3.887721e-02          -6.075814e-02          -0.993533210         -0.9957474700         -0.9969643100      -9.905601e-01
78             -3.690746e-02          -5.011783e-02          -0.994924250         -0.9956852300         -0.9968456800      -9.923007e-01
79             -4.762100e-01          -1.421336e-01          -0.345716150         -0.4867495400         -0.4215079500      -2.245596e-01
80             -3.379613e-02          -8.926024e-02          -0.249891870         -0.4537441800         -0.3698131100      -1.265027e-01
81             -5.560408e-03          -2.315548e-01          -0.264231700         -0.4246765000         -0.3425421900      -1.601000e-01
82              3.402893e-01          -2.696716e-01          -0.102053150         -0.2434422500         -0.3115771400      -7.351308e-02
83              1.714669e-01           1.364507e-01          -0.129067420         -0.1901072400         -0.4183491400      -4.949205e-02
84             -4.062476e-01           2.387706e-01          -0.287501000         -0.2924124100         -0.4825550100      -7.739443e-02
85             -1.904381e-01          -1.092657e-02          -0.241895010         -0.3681448500         -0.4095903900      -9.549311e-02
86             -6.850175e-02          -2.080819e-01          -0.206946170         -0.3426886200         -0.3438775300      -1.134433e-01
87             -3.462296e-01           1.907702e-01          -0.289026660         -0.4980459600         -0.5494882700      -1.696296e-01
88             -3.325796e-01          -2.649704e-02          -0.199763500         -0.4638840300         -0.4259917100      -1.074723e-01
